	controlA	controlB	thrombinA	thrombinB	thrombinC
PABPC4L	2	2	0	0	0
LINC00613	0	0	0	0	0
PCDH18	0	0	0	0	0
LINC00616	0	2	1	1	1
SLC7A11	8783	8912	3107	2333	3063
ELF2	512	471	305	269	320
MGARP	75	80	36	25	28
NDUFC1	535	491	566	530	604
SETD7	2779	2660	2185	1865	2183
MAML3	578	581	600	549	583
SCOC-AS1	6	9	10	4	6
CLGN	3	4	2	2	1
LOC152586	0	0	0	0	0
UCP1	0	0	0	0	0
TBC1D9	2872	2911	3466	2984	3351
TNRC18P1	1	2	2	0	2
RNF150	0	0	2	1	1
INPP4B	58	83	26	39	43
SMARCA5-AS1	207	170	114	110	83
FREM3	7	7	9	4	4
GYPE	3	2	1	1	1
GYPB	0	0	0	0	0
GYPA	0	0	0	0	0
HHIP-AS1	593	614	600	475	603
ANAPC10	222	222	148	134	163
OTUD4	1701	1753	1235	919	1221
SMAD1-AS2	3	4	0	0	0
ZNF827	457	477	537	454	507
LINC01095	0	0	0	0	0
SLC10A7	160	145	117	85	107
TTC29	123	118	59	68	79
PRMT9	224	219	108	98	110
NR3C2	340	303	186	157	164
LRBA	1310	1203	545	480	511
SH3D19	3533	3407	2350	1920	2290
PET112	291	321	338	298	339
FBXW7	469	456	245	206	226
MIR3140	0	0	0	0	0
TMEM154	691	670	342	234	310
TIGD4	3	0	0	0	0
ANXA2P1	0	1	1	1	0
RNF175	0	1	2	0	1
SFRP2	0	0	0	0	0
DCHS2	1	0	0	0	0
PLRG1	962	1017	723	625	729
FGA	0	0	0	0	0
FGG	0	0	0	0	0
MAP9	3	2	0	1	2
ASIC5	0	0	0	0	0
CTSO	360	363	288	225	283
PDGFC	251	222	250	190	224
FAM198B	7628	7800	4990	4159	4788
C4orf46	397	415	371	310	380
PPID	588	542	498	407	508
C4orf45	1	0	0	0	0
MIR3688-1	0	0	0	0	0
FSTL5	64	67	14	8	22
NAF1	131	147	144	115	144
NPY1R	0	0	0	0	0
TKTL2	0	1	0	0	0
MARCH1	46	57	6	3	4
ANP32C	0	0	0	0	0
TRIM61	3	4	0	1	1
TMEM192	689	703	563	476	511
GK3P	2	1	4	0	1
SPOCK3	2	0	0	0	0
DDX60	445	510	146	105	129
DDX60L	1343	1345	227	228	305
CBR4	330	304	132	119	147
SH3RF1	493	482	673	512	629
NEK1	365	387	102	91	106
C4orf27	245	206	105	65	120
LOC100506085	0	1	1	1	0
MFAP3L	7	7	2	3	3
AADAT	36	51	23	22	32
HMGB2	1508	1421	946	777	975
SCRG1	0	0	0	0	0
HAND2	0	0	0	0	0
FBXO8	213	202	228	150	195
HPGD	0	0	0	0	0
GLRA3	0	0	0	0	0
GPM6A	0	0	0	0	0
SPATA4	0	1	1	0	1
ASB5	0	0	0	0	0
VEGFC	338	366	688	576	689
AGA	447	413	378	315	361
LINC01099	0	0	0	0	0
LINC00290	0	0	0	0	0
MGC45800	0	0	0	0	0
DCTD	1457	1455	1870	1577	1871
WWC2-AS2	3	4	6	12	9
CLDN22	73	66	40	33	34
CLDN24	0	0	0	0	0
LOC389247	1	1	3	0	4
RWDD4	547	541	349	289	348
ENPP6	0	0	0	0	0
LOC728175	4	4	3	1	2
IRF2	690	609	845	779	852
CASP3	1564	1552	1492	1271	1515
CENPU	304	254	93	71	82
ACSL1	471	477	585	479	655
SLED1	0	0	0	1	0
LOC731424	1	3	0	1	0
MIR3945	0	0	0	0	0
LINC01093	0	0	0	0	0
KIAA1430	619	568	223	163	187
LRP2BP	32	26	11	7	14
UFSP2	451	447	339	227	302
CCDC110	7	6	1	1	0
PDLIM3	167	147	283	241	248
SORBS2	1410	1440	1183	961	1179
FLJ38576	2	1	0	1	2
F11-AS1	0	0	0	0	0
MTNR1A	0	0	0	0	0
FAT1	347	327	273	240	257
LOC339975	0	1	0	0	0
LOC100506272	0	0	0	0	0
TRIML2	471	428	365	296	336
FRG2	0	0	0	0	0
MGC39584	1	0	0	0	0
MAFIP	73	73	54	58	67
PLEKHG4B	1	0	5	1	3
LRRC14B	0	0	0	0	0
SDHA	2493	2485	3192	2665	2962
PDCD6	30	34	30	26	25
AHRR	606	699	616	576	551
EXOC3	946	988	1167	1060	1132
CEP72	40	24	40	39	32
TRIP13	520	556	520	423	535
NKD2	1	3	3	0	1
SLC6A19	0	0	0	0	0
SLC6A18	0	0	0	0	0
NDUFS6	701	620	752	729	738
CTD-2194D22.4	0	0	0	0	0
C5orf38	0	1	0	0	0
LOC102467074	0	0	0	0	0
IRX1	0	0	0	0	0
LOC101929153	0	0	0	0	0
LINC01020	0	0	0	0	0
ADAMTS16	0	0	0	0	0
KIAA0947	1325	1221	423	294	424
UBE2QL1	0	1	0	1	0
LINC01018	0	1	0	0	1
SRD5A1	134	119	155	142	156
PAPD7	694	665	636	539	620
ADCY2	0	0	0	0	0
MTRR	372	361	287	229	281
MIR4458HG	44	40	40	41	57
MIR4458	0	0	0	0	0
LOC101929284	0	0	0	0	0
CTD-2201E9.1	0	0	0	0	0
SNHG18	0	0	0	1	0
SNORD123	0	0	0	0	0
CCT5	4886	4822	5059	4328	4899
MARCH6	2538	2715	2531	2126	2479
ROPN1L	6	3	7	1	5
MIR6131	0	0	0	0	0
ANKRD33B	220	253	507	450	450
LINC01194	0	0	0	0	0
TRIO	7704	7518	10608	9256	10318
FAM105A	2	5	2	1	2
OTULIN	614	603	497	425	531
LOC100130744	182	147	149	134	143
FBXL7	2727	2588	3064	2593	2965
LOC101929524	0	0	0	0	0
BASP1	2438	2172	2631	2432	2512
GUSBP1	104	114	87	67	82
PMCHL1	0	0	0	0	0
PRDM9	0	0	0	0	0
LINC01021	4	6	0	1	0
LSP1P3	0	0	0	0	0
LOC101929645	0	0	0	0	0
CDH6	7	14	5	3	2
C5orf22	529	472	324	281	336
PDZD2	501	550	472	411	485
SUB1	1872	1881	1598	1246	1559
NPR3	0	0	1	1	0
LOC340113	1	0	0	0	0
TARS	2850	2669	2084	1752	2049
RXFP3	0	0	0	0	0
RAI14	8365	8180	5212	4255	5015
TTC23L	3	0	0	0	0
BRIX1	342	390	226	174	244
DNAJC21	897	830	374	301	351
SPEF2	4	8	1	1	0
IL7R	193	190	207	180	220
LOC100506406	0	0	0	0	0
SKP2	370	357	223	206	252
SLC1A3	0	0	0	0	1
NIPBL	1550	1545	309	295	346
WDR70	494	470	396	314	367
GDNF-AS1	0	1	0	0	0
EGFLAM	21	17	20	15	16
LIFR-AS1	11	14	9	3	6
OSMR	704	720	740	660	744
LOC101926940	9	10	7	4	10
LINC00603	0	0	0	0	0
PTGER4	513	497	494	390	452
CARD6	1399	1377	1262	1001	1159
C7	0	5	0	0	0
OXCT1-AS1	33	34	27	20	30
C5orf51	1285	1190	818	625	759
FBXO4	118	112	103	64	104
GHR	6	6	1	2	4
CCDC152	16	15	7	3	4
LOC153684	37	33	9	17	22
LOC100506639	65	59	47	19	38
ZNF131	321	329	169	165	171
NIM1K	4	5	3	1	6
NNT	1886	1833	1728	1434	1693
FGF10-AS1	0	0	0	0	0
MRPS30	290	288	319	297	325
PARP8	14	13	25	12	18
ISL1	1	1	0	0	0
PELO	408	451	605	510	565
ITGA1	92	84	38	40	42
ITGA2	5226	5256	4604	3659	4627
LOC257396	18	11	9	11	8
FST	396	414	1050	864	938
NDUFS4	520	558	438	376	457
HSPB3	0	0	0	0	0
SNX18	531	539	563	430	504
GZMK	0	0	0	0	0
GZMA	2	2	3	0	3
GPX8	1964	2011	1361	1119	1433
SKIV2L2	1158	1233	684	557	689
DDX4	1	0	0	0	0
IL31RA	39	46	40	34	41
FLJ31104	5	9	2	10	13
MAP3K1	515	538	287	232	286
SETD9	79	76	76	57	75
GPBP1	961	1039	464	409	505
LOC101928505	1	1	1	2	1
GAPT	0	0	0	0	0
RAB3C	17	22	26	11	12
PART1	0	1	0	1	1
NDUFAF2	345	307	369	274	368
CTC-436P18.1	35	33	24	15	20
ZSWIM6	1500	1492	1274	1089	1272
C5orf64	0	0	1	0	0
KIF2A	1276	1209	563	428	535
IPO11	365	359	265	190	240
LRRC70	273	316	192	134	167
IPO11-LRRC70	4	5	2	4	1
RNF180	79	73	38	26	36
RGS7BP	300	267	45	42	37
FAM159B	1	1	2	0	1
CWC27	502	494	243	201	240
PPWD1	467	424	240	156	203
TRAPPC13	369	387	187	194	189
NLN	1787	1754	1385	1158	1282
ERBB2IP	1266	1212	490	376	497
SREK1	1564	1424	421	387	418
MAST4	3221	3095	4459	3555	4179
LOC102467655	0	0	0	0	0
PIK3R1	642	659	359	355	409
SLC30A5	982	934	760	584	745
CCNB1	1401	1529	1518	1212	1440
CENPH	117	123	112	72	121
MRPS36	241	276	273	252	302
CDK7	967	995	748	575	758
RAD17	509	565	275	236	257
MARVELD2	92	91	72	63	56
OCLN	304	278	152	122	129
GTF2H2C	1	1	0	0	0
GTF2H2C_2	1	0	0	0	0
SERF1A	5	9	13	18	14
SMN2	131	112	70	73	85
GTF2H2B	156	147	91	73	93
LOC441081	19	16	1	6	2
PMCHL2	0	0	1	0	0
BDP1	1193	1175	239	191	240
MCCC2	703	715	816	658	797
CARTPT	0	0	0	0	0
MAP1B	16572	15828	13392	11243	13183
MIR4803	0	0	0	0	0
PTCD2	78	79	46	27	44
LOC102503427	1	3	3	0	2
TNPO1	9654	9874	4566	3736	4472
MIR4804	0	0	0	0	0
FCHO2	649	632	230	190	230
TMEM171	171	116	240	193	228
TMEM174	0	0	0	0	0
BTF3	5862	5643	5060	4343	5074
UTP15	315	296	196	164	190
ARHGEF28	5380	5563	4781	4015	4740
LINC01333	0	0	0	0	0
HEXB	4234	4180	3961	3235	3856
NSA2	1204	1096	797	621	757
HMGCR	2518	2551	1514	1284	1561
POLK	418	376	99	81	87
ANKDD1B	6	4	2	1	0
SV2C	0	0	0	0	0
IQGAP2	66	86	28	20	27
NCRUPAR	0	0	0	0	0
F2R	20039	20481	18490	15138	18052
F2RL1	2701	2745	3795	3030	3638
S100Z	0	0	0	0	0
CRHBP	3	3	0	1	0
AGGF1	584	543	313	222	255
ZBED3-AS1	5	9	1	1	1
PDE8B	17	20	4	8	6
LOC101929154	0	1	0	0	0
SCAMP1	1128	1136	615	523	657
BHMT2	27	25	14	10	18
BHMT	0	0	0	0	0
JMY	322	354	117	120	113
PAPD4	561	557	259	211	288
CMYA5	2	4	0	0	1
THBS4	0	0	1	0	1
SPZ1	0	0	0	0	0
ZFYVE16	946	1038	209	175	212
FAM151B	29	37	23	18	25
MSH3	277	256	172	136	156
RASGRF2	655	640	932	737	889
RNU5E-1	0	0	0	0	0
CKMT2	6	1	3	0	4
ZCCHC9	230	188	122	108	114
ATG10	80	83	59	56	75
ATP6AP1L	6	3	2	0	0
MIR3977	0	0	0	0	0
XRCC4	83	112	60	45	43
VCAN	32	31	14	13	17
NBPF22P	0	0	0	0	0
COX7C	1760	2000	2433	2011	2294
MIR3607	0	1	0	0	1
LOC100505878	0	0	0	0	0
LOC101929380	0	0	0	0	0
RASA1	1497	1452	759	596	754
TMEM161B-AS1	32	34	8	11	9
MEF2C-AS1	3	10	3	5	2
LOC731157	0	0	3	1	1
POLR3G	413	430	193	136	157
GPR98	4	10	8	9	8
ARRDC3-AS1	15	10	6	10	9
NR2F1	299	285	300	251	299
MIR548AO	1	0	0	1	0
ANKRD32	104	117	38	36	41
FAM81B	0	0	0	0	0
ARSK	247	197	146	114	133
GPR150	3	6	6	7	5
RFESD	3	6	3	2	4
RHOBTB3	1762	1814	1446	1305	1345
C5orf27	0	1	0	1	0
MIR583	0	0	0	0	0
CAST	5433	5265	4464	3594	4382
ERAP2	312	366	163	102	136
LNPEP	737	729	366	296	358
LINC01340	0	2	1	0	0
RGMB	1308	1326	1407	1160	1315
LOC100289230	11	11	5	4	0
CTD-2151A2.1	0	0	0	0	0
FAM174A	186	168	258	232	235
LINC00492	0	0	0	0	0
PAM	6781	6706	6468	5404	6496
PPIP5K2	924	983	229	201	232
C5orf30	211	226	159	144	159
RAB9BP1	0	0	0	0	0
FER	139	131	33	40	44
MAN2A1	3462	3497	1863	1492	1876
LOC100289673	0	1	0	0	0
SLC25A46	746	656	362	277	337
TSLP	27	29	64	51	56
WDR36	1002	1028	521	413	505
CAMK4	28	21	7	7	13
STARD4-AS1	362	422	207	179	177
NREP-AS1	0	1	0	0	0
EPB41L4A-AS1	112	94	98	91	99
SNORA13	4	3	2	0	3
LOC101927023	0	0	0	0	0
EPB41L4A-AS2	29	22	29	34	29
LOC102467214	0	0	0	0	0
APC	1248	1161	266	249	296
SRP19	725	665	441	355	382
DCP2	522	520	192	125	174
YTHDC2	1123	1177	269	258	294
KCNN2	195	181	964	842	867
LOC101927100	14	4	8	5	6
AP3S1	1020	993	829	700	829
AQPEP	3	2	0	1	4
ARL14EPL	1	1	0	1	0
COMMD10	287	326	270	229	260
CTB-118N6.3	16	11	6	0	4
LINC00992	0	0	0	0	0
LOC102467224	0	0	0	0	0
LOC100505811	0	1	0	0	0
LOC102467225	0	0	0	0	0
MIR1244-2	0	0	1	1	2
DMXL1	623	666	177	129	177
TNFAIP8	116	111	144	112	129
HSD17B4	1691	1672	1328	1101	1313
FAM170A	0	1	0	0	0
PRR16	45	36	150	137	148
LOC102467226	0	0	0	0	0
FTMT	0	0	0	0	0
SRFBP1	289	279	126	103	104
ZNF474	0	0	0	0	0
LOC100505841	0	0	0	0	0
SNCAIP	286	313	185	130	161
SNX2	954	1000	445	393	477
SNX24	97	100	91	81	100
PRDM6	0	2	0	0	0
CSNK1G3	788	769	289	242	321
LOC101927421	0	0	0	0	0
LOC101927460	0	0	0	0	0
LOC102546228	0	0	0	0	0
GRAMD3	48	47	49	35	47
PHAX	894	946	807	692	772
TEX43	0	0	0	0	0
LMNB1	875	837	682	642	713
MEGF10	5	7	5	6	4
PRRC1	2100	2058	2165	1762	2101
CTXN3	0	1	0	0	0
SLC12A2	6122	5997	5077	4053	4827
SLC27A6	0	1	0	1	0
ISOC1	278	297	341	258	334
MIR4633	0	0	0	0	0
ADAMTS19	0	0	0	0	0
KIAA1024L	0	0	0	0	0
CHSY3	26	28	37	38	46
LYRM7	220	214	113	73	94
CDC42SE2	929	968	836	621	779
IL3	0	0	0	0	1
CSF2	61	63	368	317	362
P4HA2-AS1	111	145	177	136	181
PDLIM4	1017	964	1692	1732	1627
SLC22A4	248	244	258	249	283
SLC22A5	59	77	49	48	42
C5orf56	28	28	42	25	35
RAD50	1008	975	214	158	223
IL13	1	0	0	0	0
IL4	1	4	0	2	0
CCNI2	36	47	33	25	21
SOWAHA	0	1	0	0	0
UQCRQ	946	922	1209	1123	1113
LEAP2	4	4	2	0	1
HSPA4	3924	3761	2508	2093	2471
TCF7	18	12	22	21	20
MIR3661	297	303	302	291	330
UBE2B	1249	1308	1212	1007	1132
LOC101927934	0	0	1	2	0
JADE2	1182	1186	1259	1193	1192
SEC24A	1393	1386	1136	914	1068
CAMLG	775	846	770	637	731
DDX46	1657	1473	895	822	974
C5orf24	1963	2022	1477	1218	1496
TXNDC15	1171	1130	1345	1132	1390
PCBD2	97	97	99	93	88
MIR4461	1	1	0	0	0
CATSPER3	5	5	0	1	1
C5orf66	332	309	338	287	327
SLC25A48	0	0	0	0	0
FBXL21	0	0	0	0	0
TGFBI	3216	3229	3759	3305	3722
SMAD5	1505	1569	784	607	704
NPY6R	1	0	0	0	0
MYOT	5	1	3	2	2
PKD2L2	99	92	46	27	36
WNT8A	0	0	0	0	0
KIF20A	1362	1448	1182	1025	1172
FAM53C	1528	1493	1788	1538	1709
KDM3B	1779	1730	1898	1643	1896
REEP2	41	36	33	33	29
EGR1	61	61	222	190	191
CTNNA1	12513	12162	15659	13350	14961
SNHG4	106	99	56	29	39
MATR3	5693	5689	2661	2150	2697
SNORA74A	3	4	2	0	4
PAIP2	920	912	702	617	663
UBE2D2	1785	1723	2049	1606	1989
CXXC5	25	25	29	26	31
PSD2	0	2	0	0	0
PURA	374	368	276	209	282
IGIP	126	102	12	17	24
CYSTM1	609	633	938	754	890
SLC4A9	3	2	1	1	0
ANKHD1	33	42	37	26	17
ANKHD1-EIF4EBP3	22	19	12	6	9
EIF4EBP3	5	3	5	1	6
SLC35A4	1292	1289	1751	1506	1678
TMCO6	104	115	122	88	90
IK	1703	1515	1251	1155	1358
MIR3655	0	0	0	0	0
WDR55	598	625	754	611	678
HARS2	925	844	777	675	793
ZMAT2	1036	1009	938	827	894
VTRNA1-1	0	0	0	0	0
VTRNA1-2	1	0	0	1	0
VTRNA1-3	1	0	1	0	1
PCDHA1	1	1	0	1	3
PCDHA2	0	1	0	0	0
PCDHA3	5	6	5	6	7
PCDHA4	8	10	8	8	8
PCDHA5	1	0	0	0	0
PCDHA6	0	6	4	13	5
PCDHA7	1	8	8	6	7
PCDHA8	2	0	1	1	0
PCDHA9	4	0	0	0	0
PCDHA10	6	3	5	6	8
PCDHA11	1	1	2	1	2
PCDHA12	2	0	2	1	1
PCDHA13	0	1	0	0	1
PCDHAC1	0	0	0	0	0
PCDHAC2	3	3	3	0	4
PCDHB1	0	0	0	0	0
PCDHB2	33	29	55	58	57
PCDHB3	21	17	21	9	19
PCDHB4	3	3	2	1	7
PCDHB5	43	50	49	40	47
PCDHB6	4	10	12	7	10
PCDHB17	0	0	0	0	0
PCDHB7	25	49	61	53	53
PCDHB8	32	31	35	45	38
PCDHB16	45	55	51	38	52
PCDHB9	22	23	24	18	18
PCDHB10	43	43	54	50	53
PCDHB11	11	10	6	7	7
PCDHB12	22	15	12	20	27
PCDHB13	91	84	104	107	116
PCDHB14	108	100	99	80	88
PCDHB18	2	6	1	2	2
PCDHB19P	4	3	0	1	2
PCDHB15	38	28	40	25	27
PCDHGA1	8	13	5	5	10
PCDHGA2	60	47	64	53	64
PCDHGA3	42	30	45	43	52
PCDHGB1	10	12	16	11	13
PCDHGA4	171	187	243	193	217
PCDHGB2	69	52	88	78	91
PCDHGA5	17	7	13	7	8
PCDHGB3	33	32	42	32	44
PCDHGA6	77	98	87	66	78
PCDHGA7	56	70	76	75	76
PCDHGB4	270	246	343	278	294
PCDHGA8	38	27	32	28	34
PCDHGB5	290	311	488	391	396
PCDHGA9	20	28	27	27	28
PCDHGB6	33	37	47	39	46
PCDHGA10	98	96	126	117	103
PCDHGB7	193	181	329	270	305
PCDHGA11	253	242	450	377	451
PCDHGA12	132	139	199	209	198
PCDHGC3	317	306	583	526	595
PCDHGC4	7	5	4	6	6
PCDHGC5	2	4	1	4	3
PCDHGB8P	10	9	4	3	3
LOC100505658	0	1	0	0	0
RELL2	234	239	207	159	184
KIAA0141	1032	1054	1108	1000	1078
RNF14	1187	1117	1074	961	1072
NDFIP1	1823	1927	2126	1754	2065
LOC101926975	0	0	0	0	0
ARHGAP26	785	742	612	505	536
MIR5197	0	0	0	0	0
HMHB1	0	0	0	0	0
KCTD16	4	6	2	5	4
SH3RF2	16	21	6	10	18
RBM27	719	685	383	284	354
POU4F3	0	0	0	0	0
TCERG1	1229	1195	681	561	663
STK32A	1	2	1	1	0
JAKMIP2-AS1	1	1	0	0	0
SCGB3A2	0	0	0	0	0
SPINK5	1	1	0	0	0
SPINK14	0	0	0	0	0
SPINK6	0	0	0	0	0
SPINK13	0	2	0	0	0
SPINK7	0	1	0	0	0
SPINK9	0	0	0	0	0
FBXO38	1138	1078	767	626	725
ADRB2	37	57	44	29	36
ABLIM3	2678	2558	2316	2069	2270
AFAP1L1	3433	3404	4867	4267	4670
GRPEL2	972	1012	672	505	602
PCYOX1L	310	307	383	371	420
MIR143HG	0	0	0	0	0
MIR143	0	0	0	0	0
MIR145	0	0	0	0	0
ARHGEF37	241	240	236	210	208
PPARGC1B	231	242	227	211	213
SLC26A2	1503	1632	817	617	813
HMGXB3	1827	1818	2335	2116	2279
CDX1	0	0	0	0	0
SLC6A7	0	0	0	0	0
TCOF1	1211	1173	1257	1125	1216
NDST1	7096	7092	11138	10044	10745
SYNPO	5529	5424	7469	6803	7218
MYOZ3	1	4	5	3	5
SMIM3	18	22	13	8	8
IRGM	0	0	0	0	0
GPX3	548	555	722	620	689
GM2A	1102	1112	1225	1035	1200
SLC36A1	578	540	716	592	721
CTB-113P19.1	1846	2072	2660	2679	2552
G3BP1	3231	3109	3350	2793	3250
CTB-12O2.1	1	0	0	0	0
GRIA1	1	2	1	0	1
MFAP3	1246	1270	851	657	770
GALNT10	3943	3903	4463	3858	4307
SAP30L	619	583	546	470	510
LARP1	5882	5813	6945	5958	6601
CNOT8	1301	1375	1065	793	1108
MRPL22	527	544	528	448	472
KIF4B	9	6	4	1	2
SGCD	0	1	0	0	0
PPP1R2P3	1	0	0	0	0
ITK	0	0	0	0	0
CYFIP2	172	149	185	165	178
NIPAL4	0	1	0	1	1
C5orf52	0	0	0	0	0
THG1L	87	79	75	79	90
LSM11	197	192	163	151	167
LOC101927740	3	3	4	0	3
UBLCP1	505	484	215	169	201
LOC285626	0	0	0	0	0
ADRA1B	3	3	2	2	4
TTC1	1196	1182	1185	892	1150
FABP6	0	0	0	0	0
PTTG1	530	523	528	407	510
MIR3142	0	0	0	0	0
MIR146A	8	11	4	8	11
GABRA6	0	0	0	1	0
GABRA1	0	0	0	0	0
GABRG2	0	0	0	0	0
CCNG1	4615	4914	3465	2661	3429
HMMR	499	484	90	85	97
MAT2B	2143	2173	1973	1645	1987
LOC102546299	0	0	0	0	0
TENM2	0	0	0	0	0
WWC1	3	0	0	2	4
RARS	1673	1694	1203	946	1205
FBLL1	5	3	6	8	4
MIR103B1	0	0	0	0	0
CTB-174D11.1	0	0	0	0	0
SPDL1	543	534	222	187	203
DOCK2	25	22	21	29	17
MIR378E	0	0	0	0	0
FOXI1	0	0	0	0	0
C5orf58	0	1	0	0	0
LINC01366	3	1	1	0	1
KCNIP1	1	2	0	0	1
CTD-2270F17.1	0	0	0	1	1
GABRP	6	4	5	3	5
RANBP17	39	49	25	16	21
TLX3	0	0	0	0	0
NPM1	16990	15547	10697	8778	10536
FGF18	4	3	2	5	4
SMIM23	0	0	0	0	0
EFCAB9	0	0	0	0	1
NEURL1B	250	301	308	258	288
LOC101928093	0	0	1	0	0
ERGIC1	3325	3247	3877	3294	3633
RPL26L1	392	342	413	364	419
ATP6V0E1	3752	3808	4593	3940	4543
SNORA74B	0	0	1	0	1
CREBRF	528	548	121	125	150
BNIP1	168	165	201	172	189
MIR8056	0	0	0	0	0
LOC285593	0	0	2	0	0
CPEB4	518	497	447	365	428
C5orf47	0	0	0	0	0
HMP19	0	0	0	0	0
MSX2	1	0	0	0	0
MIR4634	0	0	0	0	0
SFXN1	769	762	778	655	687
HRH2	0	0	0	0	0
CPLX2	0	0	0	0	0
FAM153B	0	0	0	0	0
LOC100507387	0	0	0	0	0
SIMC1	68	73	82	60	91
ARL10	218	236	251	210	256
HIGD2A	598	598	786	726	709
FAF2	1967	1964	2401	1936	2295
CDHR2	13	17	12	15	13
EIF4E1B	0	0	0	0	0
TSPAN17	1617	1610	2082	1886	1979
LOC102577424	0	0	0	0	0
UNC5A	34	25	43	37	34
ZNF346	452	468	388	307	373
FGFR4	47	46	43	36	41
NSD1	2665	2649	1792	1540	1807
PRELID1	2359	2442	3253	2698	3172
RGS14	126	103	87	84	81
SLC34A1	0	0	0	0	0
GRK6	494	547	744	660	698
PRR7	28	33	33	39	37
TMED9	6002	6376	8619	8191	8493
B4GALT7	544	588	749	734	687
LOC728554	34	20	15	17	24
FAM153C	1	0	0	0	0
N4BP3	2785	2797	3634	3257	3360
RMND5B	304	396	369	352	382
HNRNPAB	3199	3201	4054	3488	3907
ZNF354B	144	161	39	40	44
ZFP2	7	7	3	1	1
ZNF454	0	1	0	1	1
ZNF879	47	36	14	11	11
ZNF354C	78	77	19	22	17
RUFY1	747	644	657	548	655
CANX	23543	23105	19526	15656	18863
MAML1	1046	993	1283	1107	1154
LTC4S	2	1	4	2	4
SQSTM1	34837	35040	51284	46053	49676
CNOT6	1010	924	640	502	634
LINC00847	119	143	107	108	125
BTNL8	0	0	0	1	0
BTNL3	0	0	0	0	0
BTNL9	1	1	1	1	0
OR2V2	0	0	0	0	0
TRIM41	484	432	395	376	404
CTC-338M12.4	59	47	40	35	29
TRIM52-AS1	65	64	65	46	58
LOC100132287	0	0	0	0	0
CCDC127	385	345	352	330	389
LOC102467073	4	0	0	0	0
C5orf55	15	13	16	25	22
PP7080	106	135	108	93	82
SLC9A3	61	48	20	17	14
MIR4456	0	0	0	0	0
LOC100996325	0	0	0	0	0
TPPP	18	18	5	13	9
ZDHHC11	19	6	1	2	3
BRD9	932	859	1011	944	1008
LOC100506688	1	0	0	0	0
SLC12A7	2529	2570	4234	4075	4032
MIR4635	1	1	0	0	1
CTD-3080P12.3	0	0	0	0	0
TERT	0	0	0	0	0
MIR4457	0	0	0	0	0
CLPTM1L	2347	2389	3228	2811	3208
SLC6A3	1	0	1	0	0
LPCAT1	1874	1757	1695	1470	1668
MIR6075	0	0	1	0	0
SDHAP3	45	55	8	12	9
LOC728613	20	18	12	12	16
MIR4277	0	0	0	0	0
MRPL36	395	389	396	332	386
LOC101929034	0	0	0	0	0
IRX4	0	0	1	0	0
LOC100506858	0	0	0	0	0
IRX2	2	1	1	3	1
LINC01019	0	0	0	0	0
LOC102467075	0	0	0	0	0
CTD-2297D10.2	0	0	0	0	0
FLJ33360	0	0	0	0	0
MED10	552	505	603	552	618
NSUN2	1774	1675	1861	1539	1803
LOC100505625	1	0	0	1	0
MIR4278	0	0	0	0	0
MIR4454	0	0	0	0	0
LOC442132	0	2	0	0	1
C5orf49	0	0	0	1	0
FASTKD3	135	138	68	64	61
LOC729506	0	0	0	0	0
SEMA5A	1	1	1	0	2
MIR4636	0	0	0	0	0
TAS2R1	0	0	0	0	0
LOC285692	0	0	0	0	0
FAM173B	154	152	83	76	84
CMBL	334	355	378	287	371
ROPN1L-AS1	0	0	0	0	0
LOC101929412	0	0	0	0	0
DAP	3486	3582	4997	4150	4710
CTNND2	0	0	0	0	0
DNAH5	151	175	99	80	95
ANKH	582	569	671	553	634
MIR4637	0	0	0	0	0
LOC101929454	0	0	0	0	0
CTD-2350J17.1	0	0	0	0	0
MARCH11	0	0	0	0	0
LOC101929505	0	0	0	0	0
ZNF622	498	485	608	540	630
FAM134B	0	1	0	0	1
MYO10	6983	6769	11259	9847	10809
LOC285696	1	1	2	1	1
LOC401177	0	0	0	0	0
CDH18	0	1	0	0	1
CDH12	6	5	1	0	3
CDH10	1	1	1	0	1
LOC340107	0	0	0	0	0
CDH9	0	0	0	0	0
LOC101929681	0	0	0	0	0
DROSHA	1702	1630	1219	1012	1149
MIR4279	0	0	0	0	0
GOLPH3	1503	1426	1751	1455	1653
MTMR12	1529	1614	2124	1749	2043
ZFR	1821	1734	1251	987	1178
ADAMTS12	13	21	14	15	5
SLC45A2	1	1	0	0	0
AMACR	0	0	0	0	0
C1QTNF3-AMACR	0	0	0	1	0
C1QTNF3	0	0	0	0	0
RAD1	367	354	398	292	356
AGXT2	0	1	0	0	0
PRLR	0	0	0	0	0
CAPSL	0	0	0	0	0
UGT3A1	0	0	0	0	0
UGT3A2	0	0	0	0	0
LMBRD2	111	110	38	37	41
MIR580	0	0	0	0	0
NADK2	383	396	235	190	207
RANBP3L	0	0	0	0	0
LOC646719	78	95	47	33	39
C5orf42	669	685	119	97	121
NUP155	542	601	521	349	433
GDNF	0	0	0	0	0
EGFLAM-AS4	0	0	0	0	0
EGFLAM-AS2	0	0	0	0	0
LIFR	1530	1548	391	347	414
MIR3650	2	3	1	1	0
OSMR-AS1	0	1	1	0	0
LINC01265	0	1	0	0	0
RICTOR	1122	1131	156	142	176
FYB	1	0	1	0	1
C9	5	5	0	0	0
DAB2	11248	10844	9714	7847	9448
TTC33	311	357	187	137	154
PRKAA1	1418	1434	670	577	678
LOC100506548	246	290	151	129	130
